ID,inventorynumber,artist,originaltitle,date,medium,accessionyear,provenance,permalink,permalinkimage,copyright
9295.jpg,Gr.2000/0109,Albrecht Dürer (1471–1528),Ecce Homo. Blatt 8 der Kupferstich-Passion,1512,Copper engraving,2000,"Albrecht Dürer (*1471 Nürnberg, +1528 Nürnberg) (Künstler/-in) /// Verbleib unbekannt /// o.D. – 1882, Dietrich Schindler (*1795 Mollis, +1882 Wiesbaden) (Sammler/-in) /// 1882 – 13.7.2000, Nachkommen Dietrich Schindler, Nachlass /// 19.10.1945 – 13.7.2000, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe /// ab 13.7.2000, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Geschenk",https://collection.kunsthaus.ch/de/collection/item/9295,https://collection.kunsthaus.ch/multimedia/3/multimedia-323263.extra-large.jpg,
9177.jpg,Z.1985/0007,John Cage (1912–1992),Where R = Ryoanji,1983,Graphite pencil on handmade Japan paper,1985,"John Cage (*1912 Los Angeles, +1992 New York) (Künstler/-in) /// bis 1985, Margarete Roeder Gallery (Galerie), New York /// ab 1985, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/9177,https://collection.kunsthaus.ch/multimedia/5/multimedia-474535.extra-large.jpg,© John Cage Trust
9175.jpg,Z.1924/0010,Lovis Corinth (1858–1925),Selbstbildnis,1/3/1921,Graphite pencil on paper,1924,"Lovis Corinth (*1858 Tapiau (Ostpreussen), +1925 Zandvoort) (Künstler/-in) /// ab 1924, Zürcher Kunstgesellschaft | Kunsthaus Zürich, Kauf vom Künstler aus Ausstellung im Kunsthaus Zürich",https://collection.kunsthaus.ch/de/collection/item/9175,https://collection.kunsthaus.ch/multimedia/3/multimedia-503213.extra-large.jpg,
9174.jpg,Z.A.B.0712,Salomon Gessner (1730–1788),Die Träumerin,1780,"Gouache on paper, black framing line over brown",1818,"Salomon Gessner (*1730 Zürich, +1788 Zürich) (Künstler/-in) /// o.D. – 1814, Nachlass Salomon Gessner, Erbe /// ab 1814, Stadt Zürich (Sammlung), Zürich, Kauf /// ab 1818, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe",https://collection.kunsthaus.ch/de/collection/item/9174,https://collection.kunsthaus.ch/multimedia/9/multimedia-323259.extra-large.jpg,
9005.jpg,Gr.1927/0094,William Hogarth (1697–1764),"The Reward of Cruelty. 'The Four Stages of Cruelty', Plate 4",2/1751,Etching and copper engraving on paper,1927,"William Hogarth (*1697 London, +1764 London) (Künstler/-in) /// Verbleib unbekannt /// o.D. – 1927, Hollstein und Puppel (Kunsthandel), Berlin /// ab 1927, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/9005,https://collection.kunsthaus.ch/multimedia/7/multimedia-351267.extra-large.jpg,
8994.jpg,Gr.1950/0029,"Félix Vallotton (1865–1925), artist / André Marty (*1857), editor",La Manifestation ,1893,Woodcut on beige wove paper,1950,"André Marty (*1857) (Herausgeber/-in) /// Verbleib unbekannt /// o.D. – 1950, Carl Heinz Jucker (Sammler/-in) /// ab 1950, Zürcher Kunstgesellschaft | Kunsthaus Zürich, Kauf ",https://collection.kunsthaus.ch/de/collection/item/8994,https://collection.kunsthaus.ch/multimedia/2/multimedia-417442.extra-large.jpg,
8993.jpg,Z.1916/0012,Johann Heinrich Füssli (1741–1825),"Macbeth, Banquo und die Hexen. Shakespeare, Macbeth I, 3",c. 1792,Black pen and brush on laid paper,1916,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/8993,https://collection.kunsthaus.ch/multimedia/2/multimedia-894262.extra-large.jpg,
8855.jpg,Z.1982/0029,Hans Richter (1888–1976),Cafée Odéon,1917,,1982,"Hans Richter (*1888 Berlin, +1976 Minusio) (Künstler/-in) /// 1976 – 1982, Frida Richter, Locarno, Nachlass /// ab 1982, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/8855,https://collection.kunsthaus.ch/multimedia/1/multimedia-313231.extra-large.jpg,© Estate Hans Richter
8710.jpg,Z.2000/0001,Thomas Müllenbach (*1949),Klo,2/8/2000,"Graphite pencil on paper, mounted on cardboard",2000,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/8710,https://collection.kunsthaus.ch/multimedia/9/multimedia-1177209.extra-large.jpg,© Thomas Müllenbach
8706.jpg,Z.1986/0145,Cy Twombly (1928–2011),Anabasis,1983,Oil paint and grease crayon on paper (Fabriano),1986,"Cy Twombly (*1928 Lexington, VA, +2011 Rom) (Künstler/-in) /// Galerie Karsten Greve (Galerie), Köln /// o.D. – 1986, Galerie Stähli (Galerie), Zürich /// ab 1986, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/8706,https://collection.kunsthaus.ch/multimedia//multimedia-482210.extra-large.jpg,© Cy Twombly Foundation
8686.jpg,Gr.1945/0073,"Francisco José de Goya y Lucientes (1746–1828), engraver",Asta su Abuelo. Blatt 39 aus der Folge: Los Caprichos,1799,Aquatint in four shades on paper,1945,Vgl. verwandte Objekte,https://collection.kunsthaus.ch/de/collection/item/8686,https://collection.kunsthaus.ch/multimedia//multimedia-514240.extra-large.jpg,
1889.jpg,1947/0005,Wassily Kandinsky (1866–1944),Schwarzer Fleck,1921,Oil on canvas,1947,"Wassily Kandinsky (*1866 Moskau, +1944 Neuilly-sur-Seine) (Künstler/-in) /// Nina Kandinsky (*1899, +1980 Gstaad) /// ab 1947, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Kauf aus der Ausstellung 1946, Nr. 44",https://collection.kunsthaus.ch/de/collection/item/1889,https://collection.kunsthaus.ch/multimedia/8/multimedia-336208.extra-large.jpg,
1044.jpg,2564,Paul Klee (1879–1940),Überschach,1937,Oil on jute,1941,"Paul Klee (*1879 Münchenbuchsee, +1940 Muralto) (Künstler/-in) /// 1940 – 1941, Lily Klee (*1876 München, +1946 Bern), Bern, Nachlass /// ab 1941, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/1044,https://collection.kunsthaus.ch/multimedia/2/multimedia-875212.extra-large.jpg,
2804.jpg,1955/0002,August Macke (1887–1914),Landschaft mit Kühen und Kamel,1914,Oil on canvas,1955,"August Macke (*1887 Meschede, +1914 Perthes-les-Hurlus (Champagne)) (Künstler/-in) /// o.D. – 1955, Wolfgang Macke, Bonn, Nachlass /// ab 1955, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/2804,https://collection.kunsthaus.ch/multimedia/8/multimedia-1111208.extra-large.jpg,
2517.jpg,1953/0027,Franz Marc (1880–1916),Wald mit Eichhörnchen,1913,Oil on canvas,1953,"Franz Marc (*1880 München, +1916 Verdun) (Künstler/-in) /// Maria Marc (*1876 Berlin, +1955 Kochel am See), Ried, Nachlass /// o.D. – 1953, Galerie Otto Stangl (Galerie), München /// ab 1953, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/2517,https://collection.kunsthaus.ch/multimedia/7/multimedia-356247.extra-large.jpg,
1153.jpg,1948/0007,Paul Klee (1879–1940),Zum Jägerbaum,1939,Oil on canvas,1948,"Paul Klee (*1879 Münchenbuchsee, +1940 Muralto) (Künstler/-in) /// 1940 – 1946, Lily Klee (*1876 München, +1946 Bern), Bern, Nachlass /// 1946 – 1948, Klee-Gesellschaft, Bern, Kauf /// ab 1948, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Geschenk",https://collection.kunsthaus.ch/de/collection/item/1153,https://collection.kunsthaus.ch/multimedia/5/multimedia-1111215.extra-large.jpg,
1464.jpg,1987/0014,Paul Klee (1879–1940),Buntes Beet,1923,Oil on cardboard,1987,"Paul Klee (*1879 Münchenbuchsee, +1940 Muralto) (Künstler/-in) /// Galerie Neue Kunst Hans Goltz (Galerie), München /// 1940 – 1945, Lily Klee (*1876 München, +1946 Bern) (Sammler/-in), Bern /// 1945 – 1946, Galerie Rosengart (Galerie), Luzern /// um 1947, Erna und Curt Burgauer (Sammler/-in), Kauf /// ab 1987, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Geschenk",https://collection.kunsthaus.ch/de/collection/item/1464,https://collection.kunsthaus.ch/multimedia/7/multimedia-782227.extra-large.jpg,
1056.jpg,1988/0025,Paul Klee (1879–1940),Marionetten,1930,Oil on cardboard,1988,"Paul Klee (*1879 Münchenbuchsee, +1940 Muralto) (Künstler/-in) /// ab 12.1930 – mindestens bis 1931, Galerie Alfred Flechtheim (Galerie), Düsseldorf/Berlin/Paris/London /// [Verbleib unbekannt?] /// 1934 – 1935, Daniel-Henry Kahnweiler (*1884 Mannheim, +1979 Paris) (Kunsthändler/-in), Paris, Inv.-Nr. 12505 /// 1935 – 1936, The Mayor Gallery (Galerie), London, Inv.-Nr. 1610 /// [Verbleib unbekannt?] /// spätestens ab 1957 – 1965, Joseph Berchtold   Urvater (*1910 Anvers, +2003 Brüssel) (Sammler/-in), Brüssel, Nr. 64 /// 1965, Galerie Rosengart (Galerie), Luzern, No 3281 /// 1965 – 27.9.1988, Erna und Curt Burgauer (Sammler/-in), Küsnacht, Tausch /// ab 27.9.1988, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Geschenk, anlässlich der Ernennung von Guido Magnaguagno zum Vizedirektor",https://collection.kunsthaus.ch/de/collection/item/1056,https://collection.kunsthaus.ch/multimedia/3/multimedia-924213.extra-large.jpg,
5456.jpg,2607,Marianne von Werefkin (1860–1938),Terrain à vendre,1916,Oil on cardboard,1939,"Marianne von Werefkin (*1860 Tula, +1938 Ascona) (Künstler/-in) /// ab 23.3.1939, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Vermächtnis",https://collection.kunsthaus.ch/de/collection/item/5456,https://collection.kunsthaus.ch/multimedia/9/multimedia-525229.extra-large.jpg,
891975.jpg,D.2021/0024,Marianne von Werefkin (1860–1938),Liebeswirbel,c. 1917,"Tempera on paper on cardboard
",2021,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/891975,https://collection.kunsthaus.ch/multimedia/8/multimedia-1041218.extra-large.jpg,
891958.jpg,D.2021/0023,Marianne von Werefkin (1860–1938),Garten der Frauen,c. 1910,"Tempera on cardboard
",2021,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/891958,https://collection.kunsthaus.ch/multimedia/2/multimedia-1041242.extra-large.jpg,
8653.jpg,Z.A.B.0942,Hans Leu (der Jüngere) (c. 1490–1531),Gebirgige Landschaft,1513,"Black pen on paper, mounted on paper",vor 1915,"Hans Leu (der Jüngere) (*1490 Zürich, +1531 gefallen in der Schlacht am Gubel) (Künstler/-in) /// Verbleib unbekannt /// spätestens ab 1915, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, unbekannt",https://collection.kunsthaus.ch/de/collection/item/8653,https://collection.kunsthaus.ch/multimedia//multimedia-313230.extra-large.jpg,
8636.jpg,Z.A.B.0895,Heinrich Gärtner (1828–1909),Acqua Acetosa bei Rom,undated,Watercolour over graphite pencil on paper,vor 1869,"Heinrich Gärtner (*1828 Neustrelitz, +1909 Dresden) (Künstler/-in) /// [Verbleib unbekannt?] /// vor 1869, Paul Hirzel /// spätestens ab 1869, Zürcher Kunstgesellschaft | Kunsthaus Zürich",https://collection.kunsthaus.ch/de/collection/item/8636,https://collection.kunsthaus.ch/multimedia/1/multimedia-313221.extra-large.jpg,
8620.jpg,Z.1938/0657,Johann Heinrich Füssli (1741–1825),"Garrick als Herzog von Gloucester, die Prinzessin Anna am Leichenzug ihres Schwiegervaters, des Königs Heinrich VI., erwartend. Shakespeare, King Richard III, I, 2",1766,"Black pen over graphite pencil, grey wash, heightened with white on brownish paper",1938,"Johann Heinrich Füssli (*1741 Zürich, +1825 Putney Hill/London) (Künstler/-in) /// Verbleib unbekannt /// spätestens ab 9.10.1933 – 7.7.1938, Paul Ganz (*1872 Zürich, +1954 Oberhofen am Thunersee) (Sammler/-in), Ganz Nr. 633 /// ab 7.7.1938, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Geschenk",https://collection.kunsthaus.ch/de/collection/item/8620,https://collection.kunsthaus.ch/multimedia/8/multimedia-499238.extra-large.jpg,
2899.jpg,1981/0009,Verena Loewensberg (1912–1986),Ohne Titel (Nr. 1958/148),1958,Oil on canvas,1981,"Verena Loewensberg (*1912 Zürich, +1986 Zürich) (Künstler/-in) /// ab 1981, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Kauf  aus der Ausstellung im Kunsthaus Zürich",https://collection.kunsthaus.ch/de/collection/item/2899,https://collection.kunsthaus.ch/multimedia/5/multimedia-1112205.extra-large.jpg,"© Henriette Coray Loewensberg, 8001 Zürich"
8566.jpg,Z.1938/0662,Johann Heinrich Füssli (1741–1825),"Die Seele des Buonconte da Montefeltro wird von einem Engel in den Himmel getragen, sein Körper von einem Teufel in die Hölle gestossen. Dante, Purgatorio V, 85–129",6/1774,"Pen in black, grey wash, on paper",1938,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/8566,https://collection.kunsthaus.ch/multimedia//multimedia-936210.extra-large.jpg,
8539.jpg,Z.1940/0001,Vincent van Gogh (1853–1890),La Route de Tarascon,April 1888,Pen and reed pen in brown and black over pencil on wove paper,1940,"7.1888, Vincent van Gogh (*1853 Zundert, +1890 Auvers-sur-Oise) (Künstler/-in), Arles /// 1888 – 1891, Theo van Gogh (*1857 Zundert, +1891 Utrecht) (Vermittler/-in), Paris /// 1891 – 1912, Johanna van Gogh-Bonger (*1862, +1925), Amsterdam, Erbe /// 1912, Artz and De Bois (Galerie), Den Haag /// Sommer 1913 - 1926, H. de Bois (*1878 Amsterdam, +1946 Haarlem), Haarlem /// 9.1917, angeboten an Felix Graefe, Wien /// 1.1918, angeboten an R. E. Buhler, Winterthur /// 11.1926 – 12.1926, Leicester Galleries, London, Ausstellungsleihgabe, Kat. 28 /// 1926, Unbekannt (Sammler/-in), England, Kauf /// 6.12.1927 – 1.2.1928, Galerie Otto Wacker, Berlin, Kat. 63 (inkl. Abb.) /// o.D. – 25.2.1940, Julian Manheimer (*1871 Posen, +1947 Zürich), Kauf /// 28.1.1940 – 25.2.1940, Galerie Aktuaryus (Galerie), Zürich, Kommission, Ausstellung «Cinquante oeuvres d’art français (huiles, dessins, sculptures)» /// ab 12.3.1940, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/8539,https://collection.kunsthaus.ch/multimedia/7/multimedia-481237.extra-large.jpg,
8527.jpg,Z.1940/0052,Johann Heinrich Füssli (1741–1825),"Edgar, sich wahnsinnig stellend, tritt auf den von Narren und Kent gestützten Lear zu. Shakespeare, King Lear III, 4",7/10/1815,Graphite pencil and black chalk on paper,1940,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/8527,https://collection.kunsthaus.ch/multimedia/5/multimedia-894255.extra-large.jpg,
8500.jpg,2370,Paul Cézanne (1839–1906),La Baie de l'Estaque,1878–1882,"Pencil, watercolour and gouache on pale yellow paper (vergé); verso: pencil on paper (vergé)",1935,"Paul Cézanne (*1839 Aix en Provence, +1906 Aix en Provence) (Künstler/-in) /// wohl Ambroise Vollard (*1865 Saint-Denis (Réunion), +1939 Versailles) (Kunsthandel), Paris /// o.D. – 1926, Paul Cassirer (*1871 Görlitz, +1926 Berlin) (Galerie), Berlin /// 1926 – o.D., Suse Paret-Cassirer (*1896 Bruxelles, +1963), Berlin/Meudon, Erbe /// o.D. – 1935, Galerie Paul Cassirer & Co. (Galerie), Amsterdam /// ab 3.5.1935, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/8500,https://collection.kunsthaus.ch/multimedia/7/multimedia-823207.extra-large.jpg,
8488.jpg,Z.1930/0152,Egon Schiele (1890–1918),Bildnis Guido Arnot,1918,Charcoal on paper,1930,"Egon Schiele (*1890 Tulln, +1918 Wien) (Künstler/-in) /// [Verbleib unbekannt?] /// Galerie Arnot (Galerie), Wien /// [Verbleib unbekannt?] /// o.D. – 1930, Neue Galerie (Galerie), Wien /// ab 1930, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Künstler/-in), Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/8488,https://collection.kunsthaus.ch/multimedia/2/multimedia-313202.extra-large.jpg,
1416.jpg,1979/0072,Fritz Glarner (1899–1972),Painting (weiss),1945,Oil on canvas,1979,"Fritz Glarner (*1899 Zürich, +1972 Locarno) (Künstler/-in) /// 1972 – 1979, Louise Glarner, Nachlass /// ab 1979, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Vermächtnis",https://collection.kunsthaus.ch/de/collection/item/1416,https://collection.kunsthaus.ch/multimedia/7/multimedia-1112207.extra-large.jpg,"© Nachlass Fritz Glarner, Kunsthaus Zürich"
8460.jpg,Gr.1940/0012,"Pierre-Auguste Renoir (1841–1919), artist, lithographer / Auguste Clot (1858–1936), printer, lithographer / Ambroise Vollard (1865–1939), editor",Le Chapeau épinglé (2e planche),c. 1898,Final impression in eleven colours on paper,1940,"Ambroise Vollard (*1865 Saint-Denis, Réunion, +1939 Versailles) (Herausgeber/-in), Paris /// o.D. – 13.6.1940, Lucien Vollard, Paris /// ab 13.6.1940, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Geschenk",https://collection.kunsthaus.ch/de/collection/item/8460,https://collection.kunsthaus.ch/multimedia/7/multimedia-15187.extra-large.jpg,
8440.jpg,Delteil 0133,"Honoré Daumier (1808–1879), artist / Delaunois (after 1800–before 1900), lithographer",Ne vous y frottez pas!!. veröffentlicht von: l'Association Mensuelle,3/1834,Lithograph on paper (vélin),1942,"Honoré Daumier (*1808 Marseille, +1879 Valmondois, Val-d'Oise) (Künstler/-in) /// Verbleib unbekannt /// wohl, Dr. August Klipstein, vormals Gutekunst und Klipstein (Galerie), Bern /// wohl, o.D. – 1942, Oskar Schloss (*1881 Trier, +1945 Lugano) /// ab 1942, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/8440,https://collection.kunsthaus.ch/multimedia/4/multimedia-380244.extra-large.jpg,
8432.jpg,Z.1935/0026,Johann Heinrich Füssli (1741–1825),"Perdita, eingeschlafen vor einem Gemäuer mit Blick auf Wald, um sie drei Fairies. Shakespeare, The Winter's Tale IV, 3",1785,"Grey pen and brush and red chalk over graphite pencil on black chalk, grey and brownish-red wash, watercoloured, on laid paper",1935,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/8432,https://collection.kunsthaus.ch/multimedia/7/multimedia-894237.extra-large.jpg,
8421.jpg,Z.1936/0007,Adolph von Menzel (1815–1905),"Junge im Handstand mit Hand-, Arm- und Beinstudien",c. 1884,"Graphite pencil (carpenter's pencil), smudged on paper",1936,"Adolph von Menzel (*1815 Breslau, +1905 Berlin) (Künstler/-in) /// Verbleib unbekannt /// o.D. – 24.4.1936, G. & L. Bollag (Kunsthandel) /// ab 24.4.1936, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/8421,https://collection.kunsthaus.ch/multimedia//multimedia-325260.extra-large.jpg,
8375.jpg,Z.1940/0147,Johann Heinrich Füssli (1741–1825),"Hamlet, Horatio, Marcellus, der Geist. Shakespeare, Hamlet I, 4",1780–1785,Black pen and brush over graphite pencil on laid paper,1940,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/8375,https://collection.kunsthaus.ch/multimedia/1/multimedia-894291.extra-large.jpg,
1036.jpg,1979/0071,Fritz Glarner (1899–1972),Relational Painting Tondo Nr. 1,1944,Oil on hardboard,1979,"Fritz Glarner (*1899 Zürich, +1972 Locarno) (Künstler/-in) /// Louise Glarner, Nachlass /// ab 1979, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Vermächtnis",https://collection.kunsthaus.ch/de/collection/item/1036,https://collection.kunsthaus.ch/multimedia/7/multimedia-323207.extra-large.jpg,"© 2020 Kunsthaus Zürich, The Estate of Fritz Glarner. All rights reserved"
8364.jpg,Z.1938/0650,Johann Heinrich Füssli (1741–1825),"Garrick und Mrs. Pritchard als Macbeth und Lady nach der Ermordung des Königs Duncan. Shakespeare, Macbeth II, 2",c. 1766,"Black pen, black and grey wash, watercoloured and heightened with opaque white, framing lines with graphice pencil on paper",1938,"Johann Heinrich Füssli (*1741 Zürich, +1825 Putney Hill/London) (Künstler/-in) /// Aldermann Thomas  Cadell (*1742, +1802) (Sammler/-in), Geschenk /// [Verbleib unbekannt?] /// wohl, Susan North, Countess of Guilford (*1771, +1837) (Sammler/in) /// Sammlung Lady Georgina North (Sammler/-in) /// Verbleib unbekannt /// E. Parsons & Sons (Kunsthandel), London /// [Verbleib unbekannt?] /// o.D. – 7.7.1938, Paul Ganz (*1872 Zürich, +1954 Oberhofen am Thunersee) (Sammler/-in), Ganz Nr. 625 /// ab 7.7.1938, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Geschenk",https://collection.kunsthaus.ch/de/collection/item/8364,https://collection.kunsthaus.ch/multimedia/1/multimedia-664231.extra-large.jpg,
